originTAZ,destTAZ,tt_da,cost_da,tt_sr,cost_sr,tt_walk,tt_bike,tt_wt,accTime_wt,egrTime_wt,iWait_wt,xWait_wt,cost_wt,tt_dt,accTime_dt,egrTime_dt,iWait_dt,xWait_dt,cost_dt,weights,dist_car,accDist_dt,avail_da,avail_sr,avail_walk,avail_bike,avail_wt,avail_dt,choice,obsID
236,332,98.71,7.9306,92.99,3.9653,776.4,133.71,115.93,23.2,23.2,17.5,20.36,6.88,115.93,12.71,13,17.5,20.36,6.88,56.5,44.94,1.36,1,1,0,0,1,1,1,25821
236,266,58.65,4.1806,58.65,2.0903,400.49,68.97,28.24,13.6,8,12,15,3.06,28.24,3.11,8,12,15,3.06,56.5,23.69,0.68,1,1,0,0,0,0,2,25822
236,266,58.65,4.1806,58.65,2.0903,400.49,68.97,66.055,21.6,20.8,24,25.5,5.255,56.76,11.11,11.11,24,30,5.22,56.5,23.69,1.36,1,1,0,0,1,1,2,25823
211,211,17.44,0.16235,17.44,0.081176,29.24,5.04,0,0,0,0,0,0,0,0,0,0,0,0,160,0.92,0,0,1,1,0,0,0,3,25824
211,211,17.52,0.16235,17.52,0.081176,29.24,5.04,0,0,0,0,0,0,0,0,0,0,0,0,160,0.92,0,0,1,1,0,0,0,3,25825
211,211,17.44,0.16235,17.44,0.081176,29.24,5.04,0,0,0,0,0,0,0,0,0,0,0,0,160,0.92,0,0,1,1,0,0,0,3,25826
211,211,17.52,0.16235,17.52,0.081176,29.24,5.04,0,0,0,0,0,0,0,0,0,0,0,0,160,0.92,0,0,1,1,0,0,0,3,25827
279,264,24.44,1.1241,24.44,0.56206,119.21,20.53,28.245,27.4,27.4,24,0,2.12,29.355,14.52,14.52,24,30.86,3.56,68.5,6.37,2.34,1,1,1,1,1,1,3,25828
258,18,84.8,6.2259,84.8,3.1129,659.85,113.64,70,21.6,21.6,22,0,4,70,11.15,11.12,22,0,4,70.5,35.28,1.56,1,1,0,0,1,1,1,25829
258,18,84.8,6.2259,84.8,3.1129,659.85,113.64,70,21.6,21.6,22,0,4,70,11.15,11.12,22,0,4,70.5,35.28,1.56,1,1,0,0,1,1,1,25830
330,299,52.39,3.0424,52.39,1.5212,323.3,55.68,0,0,0,0,0,0,0,0,0,0,0,0,39.5,17.24,0,1,1,0,1,0,0,1,25831
330,299,52.39,3.0424,52.39,1.5212,323.3,55.68,0,0,0,0,0,0,0,0,0,0,0,0,39.5,17.24,0,1,1,0,1,0,0,1,25832
320,410,74.44,7.6888,74.44,3.8444,818.57,140.98,61.17,15.4,21.4,12,25,4,4.58,67.76,63.32,15,0,1.66,34,43.57,43.26,1,1,0,0,1,1,5,25833
320,410,74.44,7.6888,74.44,3.8444,818.57,140.98,61.17,15.4,21.4,12,25,4,4.58,67.76,63.32,15,0,1.66,34,43.57,43.26,1,1,0,0,1,1,5,25834
299,389,69.47,5.0647,69.47,2.5324,530.77,91.41,0,0,0,0,0,0,52.625,40.05,40.36,18.08,20.94,3.56,16,28.7,21.77,1,1,0,0,0,1,1,25835
299,115,100.54,11.647,100.54,5.8235,1150.18,198.09,0,0,0,0,0,0,86,48.18,49.02,24,0,4,16,66,15.44,1,1,0,0,0,1,1,25836
280,946,123.4,12.452,115.98,5.4362,1118.44,192.62,123.56,8,8,13.75,12.25,5.74,45.5,39.93,5.77,7.5,0,3.43,70.5,61.61,36.14,1,1,0,0,1,1,1,25837
280,946,123.4,12.452,115.98,5.4362,1118.44,192.62,123.56,8,8,13.75,12.25,5.74,45.5,39.93,5.77,7.5,0,3.43,70.5,61.61,36.14,1,1,0,0,1,1,1,25838
126,188,35.59,1.2706,35.59,0.63529,138.11,23.79,26.79,20.5,19.6,7.025,7.88,4.22,33.685,19.61,18.82,6.17,6.525,4.52,38.5,7.2,7.78,1,1,1,1,1,1,4,25839
126,188,36.13,1.2706,36.13,0.63529,138.11,23.79,27.28,20,19.6,4.88,4.25,4.52,34.89,22.2,21.075,7.31,2,3.355,38.5,7.2,10.055,1,1,1,1,1,1,5,25840
126,23,51.49,2.2924,51.49,1.1462,192.02,33.07,21.6,20.8,20.4,5.21,0,1.66,35.6,19.47,17.75,5.21,0,3.26,38.5,12.99,7.78,1,1,0,1,1,1,5,25841
126,23,51.49,2.2924,51.49,1.1462,192.02,33.07,21.6,20.8,20.4,3.38,0,1.66,35.6,19.47,18.22,3.38,0,3.26,38.5,12.99,7.78,1,1,0,1,1,1,5,25842
116,24,43.75,1.0006,43.75,0.50029,103.5,17.83,11.6,18,17.8,3.38,0,1.66,35.6,20.23,19.99,3.38,0,3.26,75,5.67,13.72,1,1,1,0,1,1,5,25843
69,2,44.35,1.0535,44.35,0.52676,109.31,18.83,37.88,13.2,9.5,4.61,0,1.66,35.6,29.81,30.23,3.38,0,3.26,1418.5,5.97,13.97,1,1,1,1,1,1,5,25844
69,2,44.35,1.0535,44.35,0.52676,109.31,18.83,37.88,13.2,9.5,4.61,0,1.66,35.6,29.81,30.23,3.38,0,3.26,1418.5,5.97,13.97,1,1,1,1,1,1,5,25845
189,188,24.01,0.41118,24.01,0.20559,44.56,7.67,4.48,19.2,17.4,7.29,0,1.66,31.24,26.16,15.26,6.38,6.5,4.52,368,2.33,4.04,0,1,1,1,1,0,5,25846
189,188,24.08,0.41118,24.08,0.13706,44.56,7.67,4.575,19.2,18,5.75,0,1.66,32.63,27.845,16.56,7.315,3.75,3.92,368,2.33,4.545,0,1,1,1,1,0,2,25847
189,107,57.91,2.6118,57.91,1.3059,236.59,40.75,45.8,21.2,20.4,9,0,1.66,24,22.68,21.86,3.38,0,2.86,368,14.8,4.04,0,1,0,1,1,0,5,25848
128,4,48.93,1.7647,48.93,0.88235,153.53,26.44,43.09,6.8,8,9,0,1.66,35.6,16.02,15.28,3.38,0,3.26,68,10,9.33,1,1,1,1,1,1,5,25849
128,82,30.23,0.64941,30.23,0.32471,71.29,12.28,24.165,10.7,11.2,9.25,0,1.66,24,32.82,32.68,3.38,0,2.86,68,3.68,9.33,1,1,1,1,1,1,1,25850
170,11,55.57,2.2835,55.57,1.1418,190.06,32.73,29.88,9.6,9.6,3.32,0,1.66,29.4,15.12,13.46,3.76,0,3.26,77.5,12.94,5.91,1,1,0,1,1,1,5,25851
170,11,55.57,2.2835,55.57,1.1418,190.06,32.73,29.88,9.6,9.6,3.09,0,1.66,29.4,15.12,14.34,3.38,0,3.26,77.5,12.94,5.91,1,1,0,1,1,1,2,25852
89,857,140.15,10.947,138.79,5.4735,968.83,166.85,115.44,11,11,16,32.5,8.47,124.69,31.47,30.87,15.75,23.75,7.27,70,53.08,12.13,1,1,0,0,1,1,1,25853
60,1059,106.92,12.522,103.8,6.2609,792.68,136.52,145.71,17.3,21.7,15.5,16.68,5.98,116.56,34.42,36.04,19.5,9,6.18,109.5,48.63,11.34,1,1,0,0,1,1,1,25854
60,1059,106.92,12.522,103.8,6.2609,792.68,136.52,145.71,17.3,21.7,15.5,16.68,5.98,116.56,34.42,36.04,19.5,9,6.18,109.5,48.63,11.34,1,1,0,0,1,1,1,25855
114,13,37.87,0.98824,37.87,0.49412,102.89,17.72,34.145,11.9,6.8,5.5,3.795,1.66,35.6,18.33,18.49,3.38,0,3.26,47.5,5.6,13.79,1,1,1,1,1,1,5,25856
114,13,37.87,0.98824,37.87,0.49412,102.89,17.72,34.145,11.9,6.8,5.5,3.795,1.66,35.6,18.33,18.49,3.38,0,3.26,47.5,5.6,13.79,1,1,1,1,1,1,5,25857
104,17,35.61,0.95118,35.61,0.47559,88.02,15.16,18.78,19.4,19.6,3.34,0,1.66,35.6,34.73,33.8,3.76,0,3.26,127,5.39,12.17,1,1,1,1,1,1,4,25858
104,83,18.37,0.22235,18.37,0.11118,23.71,4.08,3.7,13.6,14.6,3.11,0,1.66,41.8,28.93,29.73,3.32,3.17,4.92,127,1.26,12.17,1,1,1,1,1,1,3,25859
104,118,31.19,0.61941,31.19,0.30971,66.2,11.4,4,19.2,19.4,3.38,0,1.66,20,26.93,26.33,3.38,0,2.86,127,3.51,12.17,1,1,1,1,1,1,3,25860
104,118,31.19,0.61941,31.19,0.30971,66.2,11.4,4,19.2,19.4,3.38,0,1.66,20,26.93,26.33,3.38,0,2.86,127,3.51,12.17,1,1,1,1,1,1,3,25861
104,22,45.96,1.2071,45.96,0.60353,102.67,17.68,25.28,5.8,5.8,3.09,0,1.66,38.4,21.13,20.53,3.38,0,3.26,127,6.84,12.17,1,1,1,1,1,1,5,25862
149,14,50.12,2.3029,50.12,1.1515,240.02,41.34,42.35,23.8,18.8,5.5,0,1.66,38.4,20.48,20.11,3.38,0,3.26,9,13.05,13.3,1,1,0,0,1,1,5,25863
149,14,42.47,2.2712,42.47,1.1356,240.02,41.34,53.285,22.2,18.8,14.5,0,1.66,38.4,19.63,20.11,13.5,0,3.26,9,12.87,13.3,1,1,0,0,1,1,5,25864
149,142,33.66,0.97059,33.66,0.48529,104.53,18,26.755,17.8,17.6,11,0,1.66,53.42,11.63,26.4,22,6.83,3.26,9,5.5,8.17,1,1,1,0,1,1,1,25865
189,979,114.39,7.9718,114.39,3.9859,626.77,107.94,76.765,27,26.4,5.25,6.75,5.92,64.4,24.48,23.66,6.25,0,4.26,76,36.22,4.04,1,1,0,0,1,1,5,25866
62,209,82.46,4.0818,82.46,2.0409,423.7,72.97,129.46,18.2,18.2,14.75,24.25,6.67,61.185,34.15,34.02,15.75,17.5,5.01,109.5,23.13,13.16,1,1,0,0,1,1,2,25867
62,209,82.46,4.0818,82.46,2.0409,423.7,72.97,129.46,18.2,18.2,14.75,24.25,6.67,61.185,34.15,34.02,15.75,17.5,5.01,109.5,23.13,13.16,1,1,0,0,1,1,2,25868
62,107,48.95,1.5635,48.95,0.78176,163.53,28.16,45.355,19.2,24.2,3.265,2.5,1.66,29.4,37.35,37.22,3.38,0,3.26,109.5,8.86,13.16,1,1,0,1,1,1,1,25869
62,107,48.95,1.5635,48.95,0.78176,163.53,28.16,45.355,19.2,24.2,3.265,2.5,1.66,29.4,37.35,37.22,3.38,0,3.26,109.5,8.86,13.16,1,1,0,1,1,1,1,25870
102,208,49.49,2.5712,49.49,1.2856,245.52,42.28,48.3,31.4,31.4,13.5,16.5,1.66,44.3,35.8,33.27,13.5,16.5,2.86,108.5,14.57,10.95,1,1,0,1,1,1,2,25871
120,13,42.14,1.1841,42.14,0.59206,117.33,20.21,15.6,14.6,14.6,5.21,0,1.66,35.6,16.26,15.73,5.21,0,3.26,38.5,6.71,12.23,1,1,1,1,1,1,5,25872
120,13,42.14,1.1841,42.14,0.59206,117.33,20.21,15.6,14.6,14.6,3.38,0,1.66,35.6,16.26,16.18,3.38,0,3.26,38.5,6.71,12.23,1,1,1,1,1,1,5,25873
120,97,24.06,0.49765,24.06,0.24882,53.4,9.2,19.35,5.8,6.3,10,0,1.66,20,30.97,31.02,3.76,0,2.86,38.5,2.82,12.23,1,1,1,1,1,1,1,25874
105,966,83.31,5.7888,83.31,2.8944,423.39,72.92,28.4,22.6,22.6,3.38,0,3.46,52.4,34.76,34.18,3.38,0,4.14,77.5,23.85,11.76,1,1,0,0,1,1,6,25875
105,966,83.31,5.7888,83.31,2.8944,423.39,72.92,28.4,22.6,22.6,3.38,0,3.46,52.4,34.76,34.18,3.38,0,4.14,77.5,23.85,11.76,1,1,0,0,1,1,1,25876
105,2,43.83,1.0959,43.83,0.54794,96.99,16.7,11.6,7.2,7.2,5.21,0,1.66,35.6,19.36,17.83,5.21,0,3.26,77.5,6.21,11.76,1,1,1,1,1,1,5,25877
105,2,43.83,1.0959,43.83,0.54794,96.99,16.7,11.6,7.2,7.2,5.21,0,1.66,35.6,19.36,17.83,5.21,0,3.26,77.5,6.21,11.76,1,1,1,1,1,1,5,25878
169,560,123.91,18.011,123.91,9.0053,1794.39,309.03,116.38,18.2,12.2,5,20,5.33,90.54,36.62,95.95,22,5,5.33,72,102.06,62.71,1,1,0,0,0,1,1,25879
169,560,151.92,18.086,138.79,9.0432,1794.39,309.03,121.08,11.1,10.4,4,19.485,5.56,86.07,37.69,94.15,22,7.5,5.56,72,102.49,62.67,1,1,0,0,0,1,2,25880
186,14,56.94,3.2647,56.94,1.6324,247.57,42.64,61.22,14,25.6,9.17,0,1.66,35.6,15.07,14.37,13.88,0,3.26,72,18.5,5.93,1,1,0,1,1,1,1,25881
186,14,66.56,3.2453,66.56,1.6226,247.57,42.64,36.26,20.8,20,3.94,0,1.66,35.6,16.43,13.89,4.83,0,3.26,72,18.39,5.93,1,1,0,1,1,1,1,25882
102,607,199.64,18.752,164.53,9.3759,1766.21,304.18,209.82,25.8,26.4,15,23.18,10.47,233.82,28.07,27.27,15,23.18,10.87,38.5,106.26,10.95,1,1,0,0,1,1,1,25883
102,607,199.64,18.752,164.53,9.3759,1766.21,304.18,209.82,25.8,26.4,15,23.18,10.47,233.82,28.07,27.27,15,23.18,10.87,38.5,106.26,10.95,1,1,0,0,1,1,1,25884
102,964,109.93,7.2659,109.93,3.6329,587.79,101.23,32.68,14.2,14.8,3.75,10.65,2.52,44.68,16.47,14.8,3.75,10.65,2.85,38.5,32.22,5.49,1,1,0,0,0,0,1,25885
102,964,109.93,7.2659,109.93,3.6329,587.79,101.23,59.88,29,29.6,15.75,12.15,5.85,83.88,31.27,30.47,15.75,12.15,6.98,38.5,32.22,10.95,1,1,0,0,1,1,1,25886
66,24,47.96,1.2053,47.96,0.60265,128.1,22.06,43.235,8.8,9.1,3.825,0,1.66,35.6,33.57,33.3,3.38,0,3.26,206,6.83,14.35,1,1,1,1,1,1,5,25887
66,24,47.77,1.2053,47.77,0.60265,128.1,22.06,42.82,7.4,7.8,4.075,0,1.66,35.6,33.17,33.3,3.38,0,3.26,206,6.83,13.64,1,1,1,1,1,1,5,25888
166,332,128.78,11.194,123.07,5.5968,1094.44,188.49,179.12,14,14,11.5,33.86,8.54,131.93,24.63,24.94,17.5,20.36,6.88,59,63.43,10.02,1,1,0,0,1,1,2,25889
166,332,128.78,11.194,123.07,5.5968,1094.44,188.49,179.12,14,14,11.5,33.86,8.54,131.93,24.63,24.94,17.5,20.36,6.88,59,63.43,10.02,1,1,0,0,1,1,2,25890
166,212,45.27,3.8718,45.27,1.9359,318.74,54.89,0,0,0,0,0,0,0,0,0,0,0,0,59,21.94,0,1,1,0,1,0,0,1,25891
166,212,45.27,3.8718,45.27,1.9359,318.74,54.89,0,0,0,0,0,0,0,0,0,0,0,0,59,21.94,0,1,1,0,1,0,0,1,25892
121,979,91.6,6.1894,91.6,3.0947,477.68,82.27,68.195,22.7,30.1,7,8.5,5.38,64.4,28.62,29.36,6.25,0,4.26,70,26.12,10.36,1,1,0,0,1,1,1,25893
121,22,47.19,1.6994,47.19,0.84971,180.32,31.06,43.6,14,13.6,6.88,5.94,2.905,38.4,15.62,16.04,3.76,0,3.26,70,9.63,10.01,1,1,0,1,1,1,1,25894
180,28,63.51,2.4229,63.51,1.2115,243.48,41.93,78.21,11,8.1,5.54,6,1.66,32.8,34.14,36.21,3.38,0,3.26,69.5,13.73,14.14,1,1,0,1,1,1,2,25895
51,22,46.04,1.1876,46.04,0.59382,116.63,20.09,48.735,12.6,7.7,7.5,0,1.66,38.4,35.05,32.04,5.21,0,3.26,48.5,6.73,18.36,0,1,1,0,1,0,5,25896
51,22,46.04,1.1876,46.04,0.59382,116.63,20.09,48.735,12.6,7.7,7.5,0,1.66,38.4,35.05,32.04,5.21,0,3.26,48.5,6.73,18.36,0,1,1,0,1,0,5,25897
58,737,187.55,15.726,187.55,7.8629,1479.97,254.88,164.47,13.4,19,17,32.555,9.93,145.78,35.9,34.96,19.5,22.5,8.75,54.5,80.16,12.86,1,1,0,0,1,1,2,25898
58,737,187.55,15.726,187.55,7.8629,1479.97,254.88,164.47,13.4,19,17,32.555,9.93,145.78,35.9,34.96,19.5,22.5,8.75,54.5,80.16,12.86,1,1,0,0,1,1,1,25899
58,91,35.93,1.0429,35.93,0.52147,113.81,19.6,34.89,17.7,18.3,9.875,10.43,1.66,57.42,31.1,34.56,5.88,5.5,4.92,54.5,5.91,12.86,1,1,1,1,1,1,5,25900
58,91,35.93,1.0429,35.93,0.52147,113.81,19.6,34.89,17.7,18.3,9.875,10.43,1.66,57.42,31.1,34.56,5.88,5.5,4.92,54.5,5.91,12.86,1,1,1,1,1,1,5,25901
83,1019,109.84,6.7806,109.84,3.3903,540.08,93.01,59.4,40.4,41.6,15,0,4.2,83.4,40.94,40.72,15,0,4.6,52.5,29.47,12.46,1,1,0,0,1,1,5,25902
83,1019,85.49,6.7594,85.49,3.3797,540.08,93.01,59.4,40.4,41.6,15,0,4.2,83.4,41.01,40.72,15,0,4.6,52.5,29.35,12.86,1,1,0,0,1,1,5,25903
83,14,46.04,1.2547,46.04,0.62735,117.6,20.25,25.73,7,12,3.09,0,1.66,38.4,22.14,21.92,3.38,0,3.26,52.5,7.11,12.46,1,1,1,0,1,1,5,25904
83,14,46.04,1.2547,46.04,0.62735,117.6,20.25,25.73,7,12,3.09,0,1.66,38.4,22.14,21.92,3.38,0,3.26,52.5,7.11,12.46,1,1,1,0,1,1,5,25905
81,111,31.55,0.96882,31.55,0.48441,94.26,16.23,39.725,14.2,13.8,7.5,0,1.66,40.525,20.69,27.14,10.44,3.5,3.975,52.5,5.49,13.295,1,1,1,0,1,1,1,25906
81,111,31.55,0.96882,31.55,0.48441,94.26,16.23,39.725,14.2,13.8,7.5,0,1.66,40.525,20.69,27.14,10.44,3.5,3.975,52.5,5.49,13.295,1,1,1,0,1,1,1,25907
8,18,27.36,0.37235,27.36,0.18618,39.39,6.78,6.765,10.2,16.2,2.48,0,1.66,32.8,33.55,33.3,3.76,0,3.26,82.5,2.11,17.58,0,1,1,0,1,0,5,25908
8,18,27.36,0.37235,27.36,0.18618,39.39,6.78,6.765,10.2,16.2,2.48,0,1.66,32.8,33.55,33.3,3.76,0,3.26,82.5,2.11,17.58,0,1,1,0,1,0,3,25909
132,1448,76,6.4153,76,3.2076,442.34,76.18,95.905,30.2,31,9.38,9.24,4.4,103.91,19.76,19.93,9.38,9.24,5.92,59,22.98,6.16,1,1,0,0,1,1,1,25910
132,1146,153.58,12.232,153.58,6.1159,1103.77,190.09,112.78,32,32.8,11.25,7.5,7.67,120.78,21.56,21.73,11.25,7.5,7.81,59,60.36,6.16,1,1,0,0,1,1,1,25911
107,3,40.26,0.85412,40.26,0.42706,82.2,14.16,8.8,14.4,14.8,5.21,0,1.66,32.8,26.21,24.94,5.21,0,3.26,118.5,4.84,13.77,1,1,1,0,1,1,5,25912
107,3,40.26,0.85412,40.26,0.42706,82.2,14.16,8.8,14.4,14.8,5.21,0,1.66,32.8,26.21,24.94,5.21,0,3.26,118.5,4.84,13.77,1,1,1,0,1,1,5,25913
180,16,70.38,2.5835,70.38,1.2918,269.09,46.34,76.18,12.2,12.2,8,0,1.66,38.4,25.69,26.13,3.38,0,3.26,36.5,14.64,14.7,1,1,0,1,1,1,6,25914
127,3,51.56,1.7524,51.56,0.87618,154.33,26.58,20.2,22.2,24.2,5.21,0,1.66,34.2,16.46,16.8,5.21,0,3.26,29.5,9.93,8.49,1,1,1,1,1,1,6,25915
127,3,51.56,1.7524,51.56,0.87618,154.33,26.58,20.2,22.2,24.2,5.21,0,1.66,34.2,16.46,16.8,5.21,0,3.26,29.5,9.93,8.49,1,1,1,1,1,1,5,25916
127,3,52.2,1.7524,52.2,0.87618,154.33,26.58,20.2,22.2,24.2,3.38,0,1.66,34.2,16.51,17.58,3.38,0,3.26,29.5,9.93,8.49,1,1,1,1,1,1,5,25917
127,3,52.2,1.7524,52.2,0.87618,154.33,26.58,20.2,22.2,24.2,3.38,0,1.66,34.2,16.51,17.58,3.38,0,3.26,29.5,9.93,8.49,1,1,1,1,1,1,5,25918
188,120,42.48,2.0329,42.48,1.0165,191.82,33.04,37.04,20.2,19.6,7.88,7.88,4.52,20,21.58,20.13,3.76,0,2.86,85,11.52,4.64,1,1,0,1,1,1,1,25919
188,69,53.04,1.8459,53.04,0.92294,190.33,32.78,57.395,12,17.2,10.5,12,1.66,65.61,13.73,19.3,9,5.01,4.92,85,10.46,4.64,1,1,0,1,1,1,1,25920
115,24,43.09,1.0165,43.09,0.50824,103.03,17.74,11.6,21.2,21.4,5.21,0,1.66,35.6,19.32,17.57,5.21,0,3.26,71.5,5.76,13.88,1,1,1,1,1,1,2,25921
115,24,43.09,1.0165,43.09,0.50824,103.03,17.74,11.6,21.2,21.4,3.76,0,1.66,35.6,19.32,18.57,3.76,0,3.26,71.5,5.76,13.88,1,1,1,1,1,1,1,25922
115,12,37.58,0.80647,37.58,0.40324,84.69,14.59,11.6,20,20.4,3.38,0,1.66,35.6,18.12,17.81,3.38,0,3.26,71.5,4.57,13.88,1,1,1,1,1,1,5,25923
115,12,37.58,0.80647,37.58,0.40324,84.69,14.59,11.6,20,20.4,5.21,0,1.66,35.6,18.12,16.57,5.21,0,3.26,71.5,4.57,13.88,1,1,1,1,1,1,5,25924
115,103,27.56,0.42,27.56,0.21,45.93,7.91,17.25,11,11.4,9.75,0,1.66,24,29.52,29.41,3.38,0,2.86,71.5,2.38,13.88,1,1,1,1,1,1,1,25925
34,72,30.59,0.53647,30.59,0.26824,56.76,9.78,14.4,17.2,12.8,4.54,0,1.66,56.985,31.69,34.91,4.88,4.375,4.72,95.5,3.04,19.4,0,1,1,0,1,0,5,25926
34,72,30.59,0.53647,30.59,0.26824,56.76,9.78,14.4,17.2,12.8,4.54,0,1.66,56.985,31.69,34.91,4.88,4.375,4.72,95.5,3.04,19.4,0,1,1,0,1,0,5,25927
100,52,52.25,1.8582,52.25,0.92912,195.02,33.59,62.105,9.6,22.8,13.88,9,3.32,82.105,22.04,34.44,13.88,9,4.92,37.5,10.53,10.1,1,1,0,1,1,1,1,25928
100,52,52.25,1.8582,52.25,0.61941,195.02,33.59,60.795,22.8,22.8,11.88,15.83,3.32,82.46,35.24,35.83,11.88,14.165,4.855,37.5,10.53,10.985,1,1,0,1,1,1,2,25929
8,123,43.03,1.2988,43.03,0.64941,120.58,20.77,9.4,21,21.6,3.76,0,1.66,20,36.22,36.1,3.76,0,2.86,82.5,7.36,17.58,0,1,1,1,1,0,5,25930
8,177,46.44,1.7012,46.44,0.85059,173.4,29.86,46.9,8,9.2,9,0,1.66,76.3,23.22,23.91,5.88,6.5,4.92,82.5,9.64,18.08,0,1,0,1,1,0,5,25931
184,18,61.04,2.2994,61.04,1.1497,232.01,39.96,53.95,27.4,27.8,9,0,1.66,32.8,34.05,34,3.38,0,3.26,69.5,13.03,12.68,1,1,0,1,1,1,1,25932
184,18,61.04,2.2994,61.04,1.1497,232.01,39.96,52.97,27.4,27.8,10,0,1.66,32.8,34.05,33.38,3.76,0,3.26,69.5,13.03,11.83,1,1,0,1,1,1,1,25933
184,71,41.73,1.6024,41.73,0.80118,143.14,24.65,49.09,13.8,7.9,16,15.5,1.66,69.81,28.05,29.43,6.88,5.08,4.92,69.5,9.08,11.83,1,1,1,1,1,1,1,25934
7,2,29.78,0.33176,29.78,0.16588,35.28,6.08,4.58,9,13.7,2.735,0,1.66,35.6,26.66,24.96,5.21,0,3.26,85,1.88,17.91,0,1,1,1,1,0,5,25935
7,2,29.78,0.33176,29.78,0.16588,35.28,6.08,8.03,9.4,8.6,2.89,0,1.66,35.6,26.66,26.26,3.38,0,3.26,85,1.88,18.43,0,1,1,1,1,0,3,25936
122,22,44.9,1.5318,44.9,0.76588,141.21,24.32,18.4,13.4,13.2,3.38,0,1.66,38.4,15.19,14.46,3.38,0,3.26,70.5,8.68,9.72,1,1,1,1,1,1,5,25937
138,187,38.37,1.6129,38.37,0.80647,169.56,29.2,41.6,32.3,30.2,18.25,19.75,1.66,35.435,24.89,34.82,19.5,15,3.32,74,9.14,10.58,1,1,0,1,1,1,1,25938
138,187,38.37,1.6129,38.37,0.53765,169.56,29.2,45.05,32.3,24,16.875,20,1.66,31.225,28.79,34.06,18,15.75,3.92,74,9.14,9.88,1,1,0,1,1,1,2,25939
55,13,60.62,2.1529,60.62,1.0765,234.97,40.47,68.25,5.9,6,7.5,0,1.66,35.6,24.92,25.36,3.38,0,3.26,203,12.2,16.66,1,1,0,1,1,1,1,25940
63,37,50.34,1.9941,50.34,0.99706,183.12,31.54,46.835,26.4,17.9,5.375,0,1.66,35.6,37.84,38.69,3.38,0,3.26,68.5,11.3,12.37,1,1,0,1,1,1,2,25941
63,37,50.34,1.9941,50.34,0.99706,183.12,31.54,46.835,26.4,17.9,5.375,0,1.66,35.6,37.84,38.69,3.38,0,3.26,68.5,11.3,12.37,1,1,0,1,1,1,2,25942
63,37,50.34,1.9941,50.34,0.99706,183.12,31.54,46.835,26.4,17.9,5.375,0,1.66,35.6,37.84,38.69,3.38,0,3.26,68.5,11.3,12.37,1,1,0,1,1,1,2,25943
63,37,50.34,1.9941,50.34,0.99706,183.12,31.54,46.835,26.4,17.9,5.375,0,1.66,35.6,37.84,38.69,3.38,0,3.26,68.5,11.3,12.37,1,1,0,1,1,1,2,25944
179,168,36.34,1.5776,36.34,0.78882,168.62,29.04,49.2,19.4,16,14.5,0,1.66,28.11,21.42,21.37,6.38,6.5,4.52,314.5,8.94,13.08,1,1,0,1,1,1,1,25945
179,168,36.34,1.5776,36.34,0.78882,168.62,29.04,49.2,19.4,16,14.5,0,1.66,28.11,21.42,21.37,6.38,6.5,4.52,314.5,8.94,13.08,1,1,0,1,1,1,1,25946
179,266,104.99,8.79,104.99,4.395,852.97,146.9,172.22,14.2,14.2,13.5,49,5.89,58.19,47.05,45.82,24,27.86,5.22,314.5,49.81,28.21,1,1,0,0,1,1,1,25947
179,266,104.99,8.79,104.99,4.395,852.97,146.9,172.22,14.2,14.2,13.5,49,5.89,58.19,47.05,45.82,24,27.86,5.22,314.5,49.81,28.21,1,1,0,0,1,1,1,25948
179,251,93.95,7.02,93.95,3.51,660.77,113.8,161.09,16.4,13.8,18.5,17.875,5.775,61.845,32.15,37.24,13.95,5,4.23,314.5,39.78,21.45,1,1,0,0,1,1,2,25949
179,251,93.95,7.02,93.95,3.51,660.77,113.8,161.09,16.4,13.8,18.5,17.875,5.775,61.845,32.15,37.24,13.95,5,4.23,314.5,39.78,21.45,1,1,0,0,1,1,2,25950
179,251,93.95,7.02,93.95,3.51,660.77,113.8,161.09,16.4,13.8,18.5,17.875,5.775,61.845,32.15,37.24,13.95,5,4.23,314.5,39.78,21.45,1,1,0,0,1,1,2,25951
179,251,93.95,7.02,93.95,3.51,660.77,113.8,161.09,16.4,13.8,18.5,17.875,5.775,61.845,32.15,37.24,13.95,5,4.23,314.5,39.78,21.45,1,1,0,0,1,1,2,25952
184,1019,136.8,8.1606,136.8,4.0803,684.68,117.92,112.44,31.8,28.4,11.5,11.375,5.72,83.4,37.6,37.39,15,0,4.6,75,37.29,12.15,1,1,0,0,1,1,1,25953
184,1019,112.29,8.1606,112.29,4.0803,684.68,117.92,112.47,31.8,28.4,12.5,11.375,5.72,83.4,37.46,37.39,15,0,4.6,75,37.29,12.15,1,1,0,0,1,1,1,25954
184,106,53.03,1.8035,53.03,0.90176,187.09,32.22,42.66,27.4,27,8,0,1.66,24,22,21.79,3.38,0,2.86,75,10.22,12.15,1,1,0,0,1,1,1,25955
184,106,53.03,1.8035,53.03,0.90176,187.09,32.22,41.46,27.4,27,10,0,1.66,24,22,21.15,5.21,0,2.86,75,10.22,12.15,1,1,0,0,1,1,1,25956
131,16,45.02,2.1829,45.02,1.0915,199.06,34.28,21.6,24,24.4,3.38,0,1.66,35.6,21.07,20.92,3.38,0,3.26,59,12.37,6.99,1,1,0,0,1,1,5,25957
